transaction_id,customer_id,source_account,beneficiary_account,timestamp,amount,channel,location,device_id,days_since_last_txn,account_status,kyc_risk,is_international,customer_avg_amount,previous_alerts,story
TXN-10292,CUS-2007,ACC-1007,ACC-1000,2026-07-04 03:00:00,9898.41,NEFT,Pune,DEV-007,5,Active,Low,False,10429.42,1,Normal
TXN-10317,CUS-2023,ACC-1023,ACC-1001,2026-07-04 03:00:00,16833.83,Internet Banking,Jaipur,DEV-023,11,Active,Medium,False,21652.29,0,Normal
TXN-10336,CUS-2037,ACC-1037,ACC-1002,2026-07-04 00:00:00,59013.7,RTGS,Delhi,DEV-037,11,Active,High,False,59355.31,2,Normal
TXN-10056,CUS-2001,ACC-1001,ACC-1027,2026-07-03 23:00:00,23805.55,Branch,Chennai,DEV-001,14,Active,Medium,False,24423.71,0,Normal
TXN-10332,CUS-2012,ACC-1012,ACC-1005,2026-07-03 23:00:00,30643.09,ATM,Mumbai,DEV-012,15,Active,High,False,21718.87,1,Normal
TXN-10069,CUS-2019,ACC-1019,ACC-1018,2026-07-03 22:00:00,48840.5,ATM,Lucknow,DEV-019,10,Active,Medium,False,58831.71,2,Normal
TXN-10017,CUS-2012,ACC-1012,ACC-1025,2026-07-03 22:00:00,69792.43,ATM,Jaipur,DEV-012,1,Active,Medium,False,74670.37,1,Normal
TXN-10041,CUS-2037,ACC-1037,ACC-1020,2026-07-03 21:00:00,9887.87,NEFT,Delhi,DEV-037,0,Active,Medium,False,13517.1,2,Normal
TXN-10002,CUS-2021,ACC-1021,ACC-1017,2026-07-03 20:00:00,11864.54,Branch,Kolkata,DEV-021,1,Active,High,False,15357.16,2,Normal
TXN-10108,CUS-2012,ACC-1012,ACC-1005,2026-07-03 19:00:00,26910.28,UPI,Kolkata,DEV-012,3,Active,High,False,31676.81,0,Normal
TXN-10233,CUS-2002,ACC-1002,ACC-1009,2026-07-03 17:00:00,10212.14,NEFT,Kolkata,DEV-002,1,Active,Medium,False,8247.01,1,Normal
TXN-10253,CUS-2028,ACC-1028,ACC-1013,2026-07-03 05:00:00,8223.9,Mobile Banking,Lucknow,DEV-028,14,Active,Medium,False,7067.61,0,Normal
TXN-10224,CUS-2028,ACC-1028,ACC-1009,2026-07-03 05:00:00,37776.42,NEFT,Chennai,DEV-028,17,Active,Medium,False,34648.38,2,Normal
TXN-10125,CUS-2023,ACC-1023,ACC-1037,2026-07-03 04:00:00,15481.17,Mobile Banking,Lucknow,DEV-023,6,Active,Low,False,12205.99,1,Normal
TXN-10179,CUS-2017,ACC-1017,ACC-1001,2026-07-03 01:00:00,32120.34,Internet Banking,Pune,DEV-017,17,Active,Low,False,25528.92,1,Normal
TXN-10114,CUS-2031,ACC-1031,ACC-1005,2026-07-03 00:00:00,10023.63,Mobile Banking,Chennai,DEV-031,9,Active,Low,True,6656.62,2,Normal
TXN-10251,CUS-2007,ACC-1007,ACC-1004,2026-07-03 00:00:00,13668.58,RTGS,Delhi,DEV-007,1,Active,Low,False,15625.98,0,Normal
TXN-10221,CUS-2036,ACC-1036,ACC-1009,2026-07-02 23:00:00,25627.2,RTGS,Lucknow,DEV-036,8,Active,Medium,False,38415.31,1,Normal
TXN-10140,CUS-2022,ACC-1022,ACC-1002,2026-07-02 22:00:00,59088.38,NEFT,Jaipur,DEV-022,11,Active,Low,False,49052.89,2,Normal
TXN-10257,CUS-2024,ACC-1024,ACC-1002,2026-07-02 18:00:00,10328.28,Internet Banking,Pune,DEV-024,1,Active,High,False,13235.39,0,Normal
TXN-10168,CUS-2013,ACC-1013,ACC-1007,2026-07-02 13:00:00,45876.65,NEFT,Delhi,DEV-013,7,Active,Medium,False,55304.7,2,Normal
TXN-10156,CUS-2022,ACC-1022,ACC-1006,2026-07-02 10:00:00,21091.36,Internet Banking,Pune,DEV-022,14,Active,Low,False,27591.41,2,Normal
TXN-10008,CUS-2022,ACC-1022,ACC-1018,2026-07-02 09:00:00,13905.06,UPI,Mumbai,DEV-022,2,Active,Medium,False,15718.98,2,Normal
TXN-10135,CUS-2013,ACC-1013,ACC-1009,2026-07-02 08:00:00,17520.16,RTGS,Delhi,DEV-013,15,Active,Low,False,18694.3,2,Normal
TXN-10322,CUS-2000,ACC-1000,ACC-1003,2026-07-02 04:00:00,11803.84,UPI,Jaipur,DEV-000,13,Active,Low,False,16395.04,1,Normal
TXN-10165,CUS-2029,ACC-1029,ACC-1032,2026-07-02 02:00:00,20519.25,Mobile Banking,Delhi,DEV-029,15,Active,Low,False,27625.48,2,Normal
TXN-10175,CUS-2018,ACC-1018,ACC-1007,2026-07-02 02:00:00,11303.82,Mobile Banking,Kolkata,DEV-018,1,Active,Medium,False,9039.86,0,Normal
TXN-10235,CUS-2004,ACC-1004,ACC-1010,2026-07-02 00:00:00,23308.91,RTGS,Pune,DEV-004,7,Active,High,False,23059.88,0,Normal
TXN-10126,CUS-2012,ACC-1012,ACC-1027,2026-07-02 00:00:00,5460.98,RTGS,Chennai,DEV-012,4,Active,Low,False,7639.26,0,Normal
TXN-10082,CUS-2015,ACC-1015,ACC-1013,2026-07-01 23:00:00,11615.15,Internet Banking,Kolkata,DEV-015,16,Active,Medium,False,10895.33,1,Normal
TXN-10026,CUS-2004,ACC-1004,ACC-1020,2026-07-01 23:00:00,56405.46,NEFT,Lucknow,DEV-004,11,Active,Medium,False,72468.11,1,Normal
TXN-10249,CUS-2002,ACC-1002,ACC-1025,2026-07-01 20:00:00,46071.21,RTGS,Chennai,DEV-002,14,Active,Low,False,35468.99,1,Normal
TXN-10079,CUS-2039,ACC-1039,ACC-1023,2026-07-01 18:00:00,3928.97,UPI,Mumbai,DEV-039,4,Active,High,False,4721.74,2,Normal
TXN-10270,CUS-2035,ACC-1035,ACC-1011,2026-07-01 15:00:00,35736.3,UPI,Kolkata,DEV-035,10,Active,High,False,27948.92,0,Normal
TXN-10090,CUS-2030,ACC-1030,ACC-1028,2026-07-01 14:00:00,30374.29,RTGS,Chennai,DEV-030,13,Active,Low,False,25798.55,2,Normal
TXN-10050,CUS-2006,ACC-1006,ACC-1006,2026-07-01 14:00:00,50605.96,ATM,Pune,DEV-006,8,Active,Medium,False,67273.44,1,Normal
TXN-10087,CUS-2038,ACC-1038,ACC-1029,2026-07-01 12:00:00,16232.69,UPI,Lucknow,DEV-038,0,Active,Medium,False,24149.51,2,Normal
TXN-10160,CUS-2011,ACC-1011,ACC-1027,2026-07-01 09:00:00,25080.9,RTGS,Delhi,DEV-011,17,Active,Low,False,31819.31,1,Normal
